question.code,question,state,year,applies to,response,citations,cautions,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,IA,1996,All,Yes,Iowa Code § 724.15,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,LA,1996,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,AR,1996,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,MO,1996,All,Yes,§ 571.090 R.S.Mo,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,MS,1996,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,WI,1996,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,IL,1996,All,Yes,430 Ill. Comp. Stat. 65/2, 430 Ill. Comp. Stat. 65/3,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,AL,1996,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,TN,1996,All,Yes,"Tenn. Code Ann. § 39-17-1316(b)(1), (d)",,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,IN,1996,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,KY,1996,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,MI,1996,All,Yes,"MCLS §§ 28.422, 28.426",,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,GA,1996,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,OH,1996,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,FL,1996,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,WV,1996,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,SC,1996,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,NC,1996,All,Yes,N.C. Gen. Stat. § 14-402(a),,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,PA,1996,All,Yes,18 Pa. Cons. Stat. § 6111(c),,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,VA,1996,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,MD,1996,All,Yes,"Md. Code art. 27, § 442(d)",,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,DC,1996,All,Yes,D.C. Code § 6-2311, D.C. Code § 6-2352,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,NY,1996,All,Yes,N.Y. Penal Law § 400.00(4),,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,DE,1996,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,NJ,1996,All,Yes,"N.J. Stat. § 2C:58-3(a), (b)",,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,CT,1996,All,Yes,Conn. Gen. Stat. § 29-33(c),,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,VT,1996,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,NH,1996,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,MA,1996,All,Yes,"Mass. Gen. Laws ch. 140, § 128A",,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,RI,1996,All,Yes,R.I. Gen. Laws § 11-47-35(a)(2), R.I. Gen. Laws § 11-47-35.2(b),
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,ME,1996,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,HI,1997,All,Yes,Haw. Rev. Stat. §134-2,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,AK,1997,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,OR,1997,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,WA,1997,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,CA,1997,All,Yes,"Cal. Penal Code §§ 12072(c),(d), 12076(d), 12082(a)",,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,NV,1997,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,ID,1997,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,UT,1997,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,AZ,1997,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,MT,1997,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,WY,1997,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,NM,1997,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,CO,1997,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,ND,1997,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,SD,1997,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,NE,1997,All,Yes,"Neb. Rev Stat. §§ 69-2403, 69-2404, 69-2411",,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,TX,1997,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,KS,1997,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,OK,1997,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,MN,1997,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,IA,1997,All,Yes,Iowa Code § 724.15,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,LA,1997,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,AR,1997,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,MO,1997,All,Yes,§ 571.090 R.S.Mo,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,MS,1997,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,WI,1997,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,IL,1997,All,Yes,430 Ill. Comp. Stat. 65/2, 430 Ill. Comp. Stat. 65/3,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,AL,1997,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,TN,1997,All,Yes,"Tenn. Code Ann. § 39-17-1316(b)(1), (d)",,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,IN,1997,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,KY,1997,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,MI,1997,All,Yes,"MCLS §§ 28.422, 28.426",,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,GA,1997,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,OH,1997,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,FL,1997,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,WV,1997,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,SC,1997,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,NC,1997,All,Yes,N.C. Gen. Stat. § 14-402(a),,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,PA,1997,All,Yes,18 Pa. Cons. Stat. § 6111(c),,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,VA,1997,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,MD,1997,All,Yes,"Md. Code art. 27, § 442(d)",,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,DC,1997,All,Yes,D.C. Code § 6-2311, D.C. Code § 6-2352,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,NY,1997,All,Yes,N.Y. Penal Law § 400.00(4),,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,DE,1997,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,NJ,1997,All,Yes,"N.J. Stat. § 2C:58-3(a), (b)",,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,CT,1997,All,Yes,Conn. Gen. Stat. § 29-33(c),,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,VT,1997,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,NH,1997,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,MA,1997,All,Yes,"Mass. Gen. Laws ch. 140, § 128A",,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,RI,1997,All,Yes,R.I. Gen. Laws § 11-47-35(a)(2), R.I. Gen. Laws § 11-47-35.2(b),
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,ME,1997,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,HI,1998,All,Yes,Haw. Rev. Stat. §134-2,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,AK,1998,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,OR,1998,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,WA,1998,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,CA,1998,All,Yes,"Cal. Penal Code §§ 12072(c),(d), 12076(d), 12082(a)",,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,NV,1998,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,ID,1998,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,UT,1998,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,AZ,1998,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,MT,1998,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,WY,1998,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,NM,1998,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,CO,1998,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,ND,1998,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,SD,1998,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,NE,1998,All,Yes,"Neb. Rev Stat. §§ 69-2403, 69-2404, 69-2411",,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,TX,1998,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,KS,1998,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,OK,1998,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,MN,1998,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,IA,1998,All,Yes,Iowa Code § 724.15,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,LA,1998,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,AR,1998,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,MO,1998,All,Yes,§ 571.090 R.S.Mo,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,MS,1998,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,WI,1998,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,IL,1998,All,Yes,430 Ill. Comp. Stat. 65/2, 430 Ill. Comp. Stat. 65/3,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,AL,1998,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,TN,1998,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,IN,1998,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,KY,1998,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,MI,1998,All,Yes,"MCLS §§ 28.422, 28.426",,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,GA,1998,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,OH,1998,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,FL,1998,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,WV,1998,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,SC,1998,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,NC,1998,All,Yes,N.C. Gen. Stat. § 14-402(a),,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,PA,1998,All,Yes,18 Pa. Cons. Stat. § 6111(c),,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,VA,1998,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,MD,1998,All,Yes,"Md. Code art. 27, § 442(d)",,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,DC,1998,All,Yes,D.C. Code § 6-2311, D.C. Code § 6-2352,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,NY,1998,All,Yes,N.Y. Penal Law § 400.00(4),,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,DE,1998,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,NJ,1998,All,Yes,"N.J. Stat. § 2C:58-3(a), (b)",,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,CT,1998,All,Yes,Conn. Gen. Stat. § 29-33(c),,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,VT,1998,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,NH,1998,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,MA,1998,All,Yes,"Mass. Gen. Laws ch. 140, § 128A",,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,RI,1998,All,Yes,R.I. Gen. Laws § 11-47-35(a)(2), R.I. Gen. Laws § 11-47-35.2(b),
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,ME,1998,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,HI,1999,All,Yes,Haw. Rev. Stat. §134-2,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,AK,1999,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,OR,1999,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,WA,1999,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,CA,1999,All,Yes,"Cal. Penal Code §§ 12072(c),(d), 12076(d), 12082(a)",,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,NV,1999,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,ID,1999,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,UT,1999,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,AZ,1999,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,MT,1999,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,WY,1999,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,NM,1999,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,CO,1999,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,ND,1999,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,SD,1999,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,NE,1999,All,Yes,"Neb. Rev Stat. §§ 69-2403, 69-2404, 69-2411",,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,TX,1999,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,KS,1999,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,OK,1999,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,MN,1999,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,IA,1999,All,Yes,Iowa Code § 724.15,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,LA,1999,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,AR,1999,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,MO,1999,All,Yes,§ 571.090 R.S.Mo,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,MS,1999,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,WI,1999,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,IL,1999,All,Yes,430 Ill. Comp. Stat. 65/2, 430 Ill. Comp. Stat. 65/3,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,AL,1999,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,TN,1999,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,IN,1999,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,KY,1999,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,MI,1999,All,Yes,"MCLS §§ 28.422, 28.426",,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,GA,1999,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,OH,1999,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,FL,1999,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,WV,1999,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,SC,1999,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,NC,1999,All,Yes,N.C. Gen. Stat. § 14-402(a),,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,PA,1999,All,Yes,18 Pa. Cons. Stat. § 6111(c),,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,VA,1999,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,MD,1999,All,Yes,"Md. Code art. 27, § 442(d)",,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,DC,1999,All,Yes,D.C. Code § 6-2311, D.C. Code § 6-2352,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,NY,1999,All,Yes,N.Y. Penal Law § 400.00(4),,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,DE,1999,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,NJ,1999,All,Yes,"N.J. Stat. § 2C:58-3(a), (b)",,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,CT,1999,All,Yes,Conn. Gen. Stat. § 29-33(c),,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,VT,1999,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,NH,1999,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,MA,1999,All,Yes,"Mass. Gen. Laws ch. 140, § 128A",,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,RI,1999,All,Yes,R.I. Gen. Laws § 11-47-35(a)(2), R.I. Gen. Laws § 11-47-35.2(b),
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,ME,1999,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,HI,2000,All,Yes,Haw. Rev. Stat. §134-2,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,AK,2000,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,OR,2000,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,WA,2000,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,CA,2000,All,Yes,"Cal. Penal Code §§ 12072(c),(d), 12076(d), 12082(a)",,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,NV,2000,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,ID,2000,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,UT,2000,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,AZ,2000,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,MT,2000,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,WY,2000,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,NM,2000,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,CO,2000,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,ND,2000,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,SD,2000,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,NE,2000,All,Yes,"Neb. Rev Stat. §§ 69-2403, 69-2404, 69-2411",,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,TX,2000,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,KS,2000,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,OK,2000,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,MN,2000,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,IA,2000,All,Yes,Iowa Code § 724.15,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,LA,2000,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,AR,2000,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,MO,2000,All,Yes,§ 571.090 R.S.Mo,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,MS,2000,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,WI,2000,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,IL,2000,All,Yes,430 Ill. Comp. Stat. 65/2, 430 Ill. Comp. Stat. 65/3,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,AL,2000,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,TN,2000,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,IN,2000,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,KY,2000,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,MI,2000,All,Yes,"MCLS §§ 28.422, 28.426",,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,GA,2000,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,OH,2000,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,FL,2000,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,WV,2000,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,SC,2000,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,NC,2000,All,Yes,N.C. Gen. Stat. § 14-402(a),,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,PA,2000,All,Yes,18 Pa. Cons. Stat. § 6111(c),,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,VA,2000,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,MD,2000,All,Yes,"Md. Code art. 27, § 442(d)",,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,DC,2000,All,Yes,D.C. Code § 6-2311, D.C. Code § 6-2352,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,NY,2000,All,Yes,N.Y. Penal Law § 400.00(4),,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,DE,2000,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,NJ,2000,All,Yes,"N.J. Stat. § 2C:58-3(a), (b)",,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,CT,2000,All,Yes,Conn. Gen. Stat. § 29-33(c),,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,VT,2000,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,NH,2000,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,MA,2000,All,Yes,"Mass. Gen. Laws ch. 140, § 128A",,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,RI,2000,All,Yes,R.I. Gen. Laws § 11-47-35(a)(2), R.I. Gen. Laws § 11-47-35.2(b),
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,ME,2000,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,HI,2001,All,Yes,Haw. Rev. Stat. §134-2,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,AK,2001,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,OR,2001,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,WA,2001,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,CA,2001,All,Yes,"Cal. Penal Code §§ 12072(c),(d), 12076(d), 12082(a)",,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,NV,2001,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,ID,2001,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,UT,2001,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,AZ,2001,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,MT,2001,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,WY,2001,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,NM,2001,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,CO,2001,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,ND,2001,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,SD,2001,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,NE,2001,All,Yes,"Neb. Rev Stat. §§ 69-2403, 69-2404, 69-2411",,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,TX,2001,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,KS,2001,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,OK,2001,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,MN,2001,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,IA,2001,All,Yes,Iowa Code § 724.15,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,LA,2001,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,AR,2001,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,MO,2001,All,Yes,§ 571.090 R.S.Mo,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,MS,2001,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,WI,2001,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,IL,2001,All,Yes,430 Ill. Comp. Stat. 65/2, 430 Ill. Comp. Stat. 65/3,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,AL,2001,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,TN,2001,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,IN,2001,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,KY,2001,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,MI,2001,All,Yes,"MCLS §§ 28.422, 28.426",,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,GA,2001,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,OH,2001,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,FL,2001,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,WV,2001,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,SC,2001,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,NC,2001,All,Yes,N.C. Gen. Stat. § 14-402(a),,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,PA,2001,All,Yes,18 Pa. Cons. Stat. § 6111(c),,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,VA,2001,All,No,,,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,MD,2001,All,Yes,"Md. Code art. 27, § 442(d)",,
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,DC,2001,All,Yes,D.C. Code § 7-2505.01, D.C. Code § 7-2505.02, D.C. Code § 7-2502.01
1,Does state law require criminal background checks for gun sales by unlicensed sellers?,NY,2001,All,Yes,N.Y. Penal Law § 400.00(4),,
